,id,created,superceded_id,valid,score,pre_pt_supervoxel_id,pre_pt_root_id,post_pt_supervoxel_id,post_pt_root_id,pre_pt_position,post_pt_position
676,23075097,2022-11-17 14:28:59.843347+00:00,,t,44,73960849941211462,648518346484795213,73960849941225377,648518346494774179,[ 55825 100143   2563],[ 55845 100181   2563]
677,23075107,2022-11-17 14:28:59.843347+00:00,,t,58,73960849941152631,648518346484795213,73960849941144642,648518346494774179,[ 55845 100105   2548],[ 55867 100131   2548]
678,23075185,2022-11-17 14:28:59.843347+00:00,,t,20,73960849941152515,648518346484795213,73960849941152495,648518346494774179,[55943 99803  2546],[55965 99795  2548]
679,10594107,2022-11-17 14:28:59.843347+00:00,,t,24,73749606135295775,648518346477158088,73749606135278636,648518346494774179,[50381 94399  2223],[50411 94377  2224]
680,10594135,2022-11-17 14:28:59.843347+00:00,,t,26,73749606135263544,648518346477158088,73749606135253919,648518346494774179,[50423 94485  2213],[50459 94469  2213]
681,11007933,2022-11-17 14:28:59.843347+00:00,,t,25,74242531210501223,648518346477158088,74242531210492825,648518346494774179,[ 64467 105811   2802],[ 64483 105771   2802]
682,11007934,2022-11-17 14:28:59.843347+00:00,,t,18,74242531210476631,648518346477158088,74242531210492825,648518346494774179,[ 64465 105823   2798],[ 64481 105793   2799]
683,10420248,2022-11-17 14:28:59.843347+00:00,,t,53,73820112385671188,648518346492098955,73820181105134363,648518346494774179,[ 52603 100315   2408],[ 52611 100353   2409]
684,10420348,2022-11-17 14:28:59.843347+00:00,,t,37,73820112385641911,648518346492098955,73820181105108006,648518346494774179,[ 52759 100315   2402],[ 52753 100359   2402]
685,14319807,2022-11-17 14:28:59.843347+00:00,,t,23,73961056300757223,648518346511423797,73961056300778858,648518346494774179,[ 55603 106361   2878],[ 55603 106335   2879]
686,6634719,2022-11-17 14:28:59.843347+00:00,,t,29,73960918727660565,648518346497573110,73960918727668269,648518346494774179,[ 55473 100843   2634],[ 55455 100881   2635]
687,6731040,2022-11-17 14:28:59.843347+00:00,,t,18,74031012795167221,648518346483510959,74031012795149611,648518346494774179,[57667 92957  2998],[57657 92935  2998]
